"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Mehki_Girl","20 December 2020","Enjoyable, but somewhat odd. The creatures are great, not always realistic looking. That's not what's odd. What's odd is overly long shots of people just looking or staring with no expression on their faces.Maybe it's a cultural thing but no one really seems to react to anything with fear, even curiosity. Things just happen in front of them and they just stand there staring at it. A 10-ft tall thing with elongated legs and arms and everyone just stands there going, what is that? And then as it approaches them, nobody moves they just stand there. Its it's bizarre.A lot of characters are introduced, but you start to be able to distinguish who's who and what they're doing and who's brave, who's a coward, who probably needs to be killed by the monsters, and who you're going to enjoy being killed by the one of the monsters.Another strange aspect to this series is Marlboro Man. the dude in the suits what's up with him is he infected, is he not infected, or did he just happen to be caught up in this when he was robbing somebody???I'm three episodes in and I can't tell yet. Stuck in the house during the pandemic you could do worse.","
            6/10
            "
"phd_travel","21 December 2020","The story rushes into assorted monster attacks too quickly without establishing an emotional connection with the characters or background story. Not scary or exciting if you don't care for the characters. Unusual for a Korean series to lack an emotional connection. This series has a one dimensional story with less depth than usual. Only later in flashbacks do you get to know the characters but it's too late by then. The viewer is plunged into a post apocalyptic gory mess quite quickly without enough explanation and the attacks feel repetitive and monotonous. And the gratuitous violence is out of place in a Korean series.
Visually the monsters and effects look good. The cast is good and likeable with 18 Again's Lee Do Hyun, Love Alarm's Song Kang, Lee Jin Wook surprisingly good as a tough guy and Park Kyu Yung of It's Okay.
I prefer Kingdom or the excellent Odd Family Zombie for Sale to Sweet Home.","
            5/10
            "
"florianperini","20 December 2020","Thought I give it a shot and ended up binding the whole first season.","
            10/10
            "
"mg_legend","3 December 2023","Hard to really describe the show. Its definitely fun and entertaining. The CGI tends to be a bit crappy, if the monsters were more ""consistent"" their CGI being low quality would be more forgivable.Main flaw with the monsters ""consistency"" is just how conveniently you don't see any, at all, for the longest time it fits for the so-so storyline at the time. In S2, they're just so uncommon, no country on earth would struggle to finish them off. S2 the monsters would struggle to compete with any small redneck US street nevermind trained Korean military.On the other hand some of the ""monsters"" they create but probably don't use brilliantly have so much potential.It gets so many things right but also fails drastically at other times. All said, even at its worst I'd still definitely recommend giving it a chance.","
            7/10
            "
"jonathan1995-746-926939","18 December 2020","I wish they either waited for better funding to the project or split the script in two seasons to tell the whole story. They tried to cram in the whole story along with heavy changes into 10 episodes. The problem with this is:Everyones character arc is watered down along with Cha Hyun-Su.The epic finale from the comics is reworked into some kind of military crap which is the default of every pandemic movie.The dark tone of the comic is reworked into the lines of an action movie rather than horror. Everytime something happens they spam Warriors by Imagine Dragons.Also whats up with the wierd camera cuts/jumps that happens all the time. It's like they skip 5 seconds forward during action scenes and you lose track of what's going on.","
            3/10
            "
"lazylinda-38092","9 December 2023","Season 1 was interesting, but Season 2 is awful. The plot of Season 2 in incomprehensible. There are a lot of plot holes left from Season 1. Season 1 seemed to be taking you in one direction and Season 2 seems to have no direction at all. Most of the new characters are grating and unwatchable. Much of the acting is poorly done. And as is usual with Netflix, the dubbing is really bad. I don't know why Netflix keeps choosing the same voice actors, because they are awful and they make it really difficult to watch foreign films. Watch it in the original language and read subtitles. The concept is interesting. It could've been really good but execution is not great.","
            3/10
            "
"kmhlbeavis","17 December 2023","I'm really trying to wrap my head as to what happened here. Season one was a blast, lots of action kept you glued to the screen the actors and actresses in the series were fighting for their survival and towards the end they were rescued and you thought that this would get even better. Season 2 went completely sideways. Nothing really related to season 1 mostly soldiers and people I haven't seen in season 1 and very few things that kept me interested. I had a hard time watching the 8 episodes of season 2 as it was really that bad. Season 1 on the other hand I was able to binge watch it in 2 days. Supposedly there is to be a season 3 or a continuation of season 2 I really don't know. I hope that this gets better as Netflix took a promising series and pretty much flushed it down the toilet with season 2.","
            5/10
            "
"AJ_McAninch","27 December 2020","""It's not a disease; it's a curse."" And the series is not a horror story, though it is, but an allegory. And it is beautiful, frightening, tragic, compassionate.......and brilliant.","
            9/10
            "
"giorgosstefanidis","18 December 2020","Wow what a pilot . Thrilling from episode 1 . A love the video game visuals although sometimes its just bad and that monster from episode 1 was terrifying. One more bad thing is the music selection . The first and second episodes were the best so far . The third and fourth were slower","
            8/10
            "
"cho-jae-60","18 December 2020","Stopped watching for a moment after two episodes just to write this quick review. A fast paced, well scripted and wildly entertaining series with a wacky plot line. I hope it will feel just as funky and complete when I finish this binge.","
            10/10
            "
"PennyReviews","3 October 2021","Korean Drama 'Sweet Home' has awful CGI, but it makes up with the on-point atmosphere. The settings, the costumes, the music, the performances, everything is and feels perfect, as the group of residence is trying to survive. However, this season felt more like the introduction, as we start to get to know each character and bond with them, without, nevertheless, getting too deep into the mystery of what is happening and why and how to move forward. Still, this season sets strong foundations for those to come.In addition, everything is well constructed, with enough screen time for each character and each storyline. The pace is also perfect for the action element of the story. Finally, the performances were all quite emotional.So, overall, 7 out of 10.","
            7/10
            "
"dogma-53668","21 December 2020","I really love this series so far the monsters are creepy and very frightening in the whole plot is just awesome. You have to check it out you have to see it to believe it. Best Asian horror series I've seen in a long long time.","
            10/10
            "
"biba_yu","27 March 2021","As a Webtoon long time fan, I just had to watch this, and I can say, I am not disappointed. Characters are just amazing, great representation of human interaction in specific horrifying circumstances, lovely depiction of fight from average, normal people you could likely meet anywhere, great action, fun, there is also a lot of humor, and the story is just amazing. It has horror, sf and comedy elements, but it also has deeper meaning, much more than surface deep horror, it makes you think. There is no some superficial glamour, no model like characters, but humans you can relate to and like. Story is quite interesting and has deeper layers than it looks on first sight. Granted, CGI effects are not much, as production does not seem expensive, but I still loved it, because all CGI is in function of the story, not just to shock you.Also, soundtrack is getting great along with the story.I would recommend it, and I am waiting for second season!Update: don't watch the second season, it just ruins the first one. First one is 10, second is like 3. Not good. Could be completely different series like spin-off, but then I wouldn't watch it.","
            10/10
            "
"Infycd_","8 December 2023","Story was good but the way they executed the scenes are really bad. You don't understand what is happening there. Sometimes I felt I skipped some scenes because you don't feel the connections between previous scenes and present scenes. They are like showing so many scenes at a time without any reason and explaination. They will show you the reason after two episode that's too late. I don't understand one thing why some people came and attack them and kill them no reason nothing that was stupid. I don't understand the monologue of the characters also. And yes CGI is bad!All actors are good. They did fabulous jobI.","
            3/10
            "
"poinla37","8 February 2021","Quite truthful to the original story. They didn't wrapped thing so much, so that's good too.
CGI are ok, acting is good, filming is really good.","
            10/10
            "
"gabriel_sanchez","21 March 2021","If you are a fan of post-apocalyptic themes, monsters, and gore, then this series probably got your attention. It got mine.Seuwiteuhom (2020) is heavy on gore, suspense, and drama. The gore is self-explanatory. The other two need in-depth details.The suspense is what kept me going. Not only because of the thrilling moments but also the curiosity to know what will happen next. Every episode does a great job of raising a question, a concern, and leaving answers for later. This kept my attention and gave me the motivation to keep watching until the end.Finally, the drama. This series is great about portraying the drama involved in this whole situation. And the character acting is outstanding. You care for people, you hate some people, you cheer for the heroes. In the end, I think this is all about humans, even though the main problem is the monsters.As for the monsters, I have to mention the cheap CGI. It definitely breaks your immersion. You need to numb your mind to this and watch it for the plot. In contrast, the practical effects are well done.I would definitely recommend it to everyone, but I know this is not for everyone. Casual watchers will not like this series. Gore and monster lovers will like it, maybe.","
            8/10
            "
"Pairic","18 May 2021","Sweet Home: South-Korean TV series, mostly set in an apartment block. There is a conspiracy at work here, some state actors new things were wrong before the outbreak. People transform into different types of monsters, zombies, giant spiders, gel creatures, shape-shifters. A motley crew try to survive in the block, infighting, suspicion are rife but people also co-operate. Dark in more ways than one with the tower block interiors. Some of the back stories are a bit soapish but others contain elements of existential terror. Some great fight scenes with the mnsters but there are also tangles with marauders and soldiers. Great fun. Multipe directors and writers based on the Naver webtoon of the same name by Kim Kan-bi and Hwang Young-chan. On Netflix. 8/10.","
            8/10
            "
"DrProfessor","30 December 2020","This would have made a good three hour movie, but it had too much time to get lost in itself. By the seventh episode or so I was losing interest, but stayed with it until the end, which provided no resolution at all.","
            5/10
            "
"A_winters_wolf","20 December 2020","Updated review after finishing watching season 1. I thought it was one of the saddest yet beautiful shows I've ever watched, there was a lot of tear jerking moments for me and I'm not someone who gets emotional often. The story is basically people are turning into random monsters and follow a group of survivors in an apartment building. I would say it falls under horror but there is some light humour thrown in as well. There is good deal of drama in the mix, a couple of times I did actually cry something I don't do often. It is very well acted the story is great so far and there is a good balance of action and character building. I recommend watching with the original Korean voice with English subtitles, I tried to watch it with English voice overs but it just wasn't as good. The one negative i have is on the most part the effects are good but the CGI is great in places and then terrible in others. But I can't recommend this enough, now that being said season 2 just seems to be lacking something, I'm assuming it written by a different team because it just isn't as good it seems to swing more towards intense action with monster in it. They kill off characters we came to enjoy in the first season because you know why not? It's still some what enjoyable however I just feel the writing has let it down hopefully it will pick up in season 3.","
            9/10
            "
"kirablogsl","19 December 2020","I have read the comic, I have read the webtoon .. and I have seen the drama ... it's really great, I love how they have done everything, although there are always differences with the original comics, but ultimately it is a great version, all the actors , the scenes, the atmosphere, the music ... everything, a 10!It is entertaining from the beginning to the end, it leaves you wanting much more, I look forward to the second part!The best of Netflix this year !! I need more Asian live actions like this","
            10/10
            "
"liamburdekin","20 December 2020","Binge watched in a day, amazing show, last episode was slightly confusing and not pieced together well, that being said the last episode is still good if you skim over the blanks and it also leaves it wide open for a second season. This is another piece of amazing Korean cinema, if you like #Alive, I Saw The Devil, Train to Busan and enjoyed them, this is right up your alley","
            9/10
            "
"diescobarmdq","19 December 2020","Got me hooked from episode 1!
Great weekend binge. Tension and action packed series. It's a crazy ride!
After 4 episodes it shifts focus on the drama of surviving rather than fighting the monsters (which rarely appear anymore). Overal it was a good show, with good acting and the best was the music and the action sequences.","
            8/10
            "
"kookyshreya","20 December 2020","It was so freaking good.badly waiting for season 2 .","
            10/10
            "
"Jac23443","18 December 2020","One of the worst things I have ever seen. Horrible characters, annoying to the core, terrible soundtrack and special effects. This was definitely the stuff of nightmares... production nightmares. I don't understand how anyone could watch more than one episode, the opening scene alone is just awful. This is just a weird show that has no real reason for existing and is all over the place. Couldn't even make to episode three. Hated this, its just loud and ugly and random. Tried to sit and give it another try, nope... its not happening.","
            3/10
            "
"Horror_Flick_Fanatic","21 December 2020","This show feels like the same kind of surreal nightmares I have after eating pepperoni and sausage pizza too late before bed. surreal, even for horror.","
            9/10
            "
"ajworden-54648","19 January 2021","This series is amazing... Needs season 2...
This is just a different type of horror show. There are know comparisons.
I'm in the UK... It was dubbed but the dubbing was done so well I actually forgot it was dubbed.. Worth a watch right to the end..","
            10/10
            "
"dviso","22 December 2020","BEST SHOW EVER ON NETFLIX!!!!!! THE FIRST FEW EPISODES WERE SLOW BUT I CONTINUED WATCHING TILL THE END. CHARACTER DEVELOPMENT WAS AWESOME. THIS SHOW WAS INTENSE !!! I'M A GROWN MAN AND I CRIED AT LEAST 7 TIMES!!!!!! PLEASE WATCH TO THE END !!!!","
            6/10
            "
