"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"bob the moo","25 December 2003","Frodo and Sam continue their quest to destroy the ring, led by the untrustworthy Gollum.  Meanwhile the rest of the Fellowship prepare for another battle to hold a human city against an onslaught of orcs.If you check my other reviews you will note that I wasn't a massive fan of the first two films - I loved them, but was not blind to their faults. However, let me just lay my cards out here, I was totally blown away by this film.  For the vast majority (and more of that later) the narrative flowed really well where the other two films had struggled to really keep consistent.  Here the various strands work well together and, while characters have only brief times to tell stories, on the whole it manages it well.  I got the feeling that the film really let rip - it knew this was the ending and it did feel that everything came together in a collection of noise and energy which really made it feel like the final part of a trilogy rather than just a stand alone film.The one area where the film really stutters (and actually caused people to leave the cinema in annoying numbers) is ironically the place where Jackson is true to the book, and that's the final 20 minutes.  There is a clear scene where the film ends, however it then runs for another 20 minutes - which is a mix of scenes that all fade out like they were the end.  To Joe Public (ie me!) I would have been happy not to have all the loose ends tied up in the way the book does it - the film should have ended on a high (with the King being crowned etc) but instead it seems to crawl to an end in a way that is not in line with the momentum of the film (if not the whole trilogy!)  This problem is minor on the grand scheme of things, but I would rather have left the cinema on my high than be made to wonder `when's this ending? Is this the end now? Oh, maybe this is it now?' - but I do understand why it was done this way.The cast, as they have been all the way, are excellent.  Wood's Frodo changes well during this film while Astin is touching in his portrayal of unerring friendship.  Bloom and Rhys-Davis had less to do but came into their own during the battle scenes - adding both action and the odd comic touch (`that still counts as one' being accepted by the audience as a chance to break the tension).  Mortensen is the title character and serves it well, with McKellen also continuing his strong role.  I could list through the whole cast but I will stick with noting two things.  Firstly, both Monaghan and Boyd had bigger and more meaningful roles and rose to them well. Secondly I continue with my belief from the second film that Serkis is the stand out actor of the trilogy.  His Gollum is so much more than an effect - he is tragic, fearsome, hateful and funny.  Praise of course goes to the special effects for making this character tell so much with an expression but to pretend that the work of the actor is secondary to the character (as opposed the look) is foolish.  He deserved one for Two Towers so I hope an Oscar goes his way.  It was a shame to not have screen time for Lee but the film works well without him and it was a brave move by the editors.The special effects do not stand out - and that's a compliment.  Even in state of the art movies of late I have been aware that I could be watching a video game.  Here I only occasionally noticed that things were clear computer effects, even though the majority of the film was!  This is how they SHOULD be used - not as a draw in their own right but as part of the film.  Whether it be the massive battle scenes that are spectacular or the animated spider or just the fact that I forget that Gollum is only an effect, I cannot fault it's use of effects or the sheer visual feast that is this film.I have tried not to gush because there will be plenty of others to do that without me joining them, but it is hard to really fault this film.  It is the strongest of the trilogy and brings it all together really well, it is an emotional event more than a film and, if Jackson needs 20 minutes of slow closure to finish it to his satisfaction then I can give him that in return for all the hours of wonderful cinema that he has given me.","
            10/10
            "
"kevin_crighton","1 September 2005","Where to start with this masterpiece? Quite simply one of the greatest movies ever made. A fitting end to a stunning trilogy. The acting as it has been is brilliant again. Special mention must go to Sean Austin, for his performance as Sam. In this one he gets his big moment in the trilogy, and he nails it perfectly. His scenes with Elijah Wood (Frodo) on Mount Doom, as Frodo weakens are full of emotion and very powerful. As for the rest of the movie? It has one of the greatest scenes EVER in a movie : the riders of Rohan charging into battle outside Minas Tirith. You simply cannot tell where the real riders end, and the CGI begins. The battles again are well done, and not simply a repeat of the siege at Helms Deep in The Two Towers.As I said, the acting is again first rate from the entire cast. And it was nice to see Andy Serkis getting his face on screen as Smeagol, before his transformation into Gollum.By the end of the movie, there were more than a few tears as the boat left the Grey Havens, as the movie ended on a quiet emotional note, after the epic battles before.I could happily have sat through this again and again. Well done to everyone, both in front and behind the cameras for such a brilliant work, but of course special mention has to go to Peter Jackson. He deserves every award he's received for this.One last point. If you only seen the theatrical release, then go get the extended version of this film. It's even better!!","
            10/10
            "
"harry_tk_yung","13 January 2005","***SPOILERS*** ***SPOILERS***Over the years, I've read Lord of the Rings four times. During the holiday season of 2003/4, I watched Return of the King four times. While I embraced ROTK as the third part of a dream come true, I was not totally happy, left wondering why so many things vital were missing. The 4-hour extended DVD version explains a lot.My biggest beef was on so much missing about Aragon, and I found most of them in the DVD. One of the vital elements in the Fellowship's strategy is to draw Sauron's eye away from Frodo, and here Aragon's role is crucial. The ""last debate"" in the movie is totally inadequate in explaining the suicidal march to the Black gate but the DVD makes it very clear, with the additional scene of Aragon revealing himself to Sauron though the Palantir. He is the bait that Sauron cannot resist.Another important aspect is that Aragon comes into the city of Minas Tirith first and foremost as a HEALER, not as a king. The kingship comes afterwards. This is again brought out in the additional scenes in the DVD, although still missing a lot of details from the book.Still disappointing, even for the DVD, is that so little is given to the story of Eowyn and Faramir. The dialogue through which they come to accept each other could very well be the most beautiful in the entire book. The few shots in the DVD that trace the development of their relationship are far from adequate, although that's a least a slight improvement from the film version.Another disappointment is Aragon's arrival at the Pelennor Fields, which is hopelessly lame compared with the original treatment in the book: amidst the despair of the Rohan and Gondor soldiers in witnessing the approaching black ships, Aragon's standard suddenly unfurls at the main mast: ""There flowered a White Tree, and that was for Gondor; but seven stars were about it, and a high crown above it, the signs of Elendil that no lord had borne for years beyond count. And the stars flamed in the sunlight, for they were wrought of gems by Arwen daughter of Elrond; and the crown was bright in the morning, for it was wrought of mithril gold."" The treatment of Gandalf's confrontation of the Witch King in the DVD departs from the book, in which the two are locked in a face off, then Rohan's horns are heard and the Witch King swings around and leaves. What in heaven's name is in Peter Jackson's mind when he had Gandalf's staff broken by the Witch King. But this did explain a mystery that has been bugging me for a year  why Gandalf had to snatch a spear from the guard when he saved Faramir from the pyre of Denethor.Enough on the DVD.I shall be remiss if I do not pay tribute to Peter Jackson for the wonderful film he and his dedicated crew have created.Most inspired is the lighting of the beacons to summon help from Rohan. In the book, this is observed by Pippin in the ride to Minas Tirith. To satisfy Pippin's curiosity, Gandalf explains the background to him in a somewhat factual manner. Jackson turns this into one of the most exciting moments in the film, with aesthetically superb shots of the 13 beacons (yes, I counted them) being lit up in succession, accompanied by beautifully rousing music score, culminating in Theoden's heroic utterance of ""Rohan will answer"". Watching this has to be among the most uplifting moments one can experience in a cinema.Most poignant is the Faramir's suicidal attempt to retake Osgilaith, under the orders of an unloving father. Starting from the soldiers of Gondor filing out of Minas Tirith in what looks almost like a funeral march to the letting loose of the swarm of arrows by the orcs in Osgilaith, every image of this scene is so hauntingly heartrending. It reminds me of John Woo's favourite scenes, although here, the music is Pipppin's actual singing rather than adapted background music, rendering the tragic mood even more devastating.Directly opposite in mood is Rohan's charge in the Battle of Pelennor Fields. Even if this mission is, in a way, equally suicidal, the spirit is sky high, radiating dauntless heroism and lust for battle. This scene also reminds me of the legendary battle scene in Spartacus (1960) which is universally recognised as the model in depiction of battle strategies. Rohan's charge in Pelennor Field, no the other hand, exemplifies heroism unsurpassed.Although ROTK is first and foremost the King's story, we should not forget, in the overall scheme of things, the ring bearers (no typo here because Frodo did acknowledge Sam as a fellow ring bearer in the end of the book). Elijah Wood and Sean Astin (particularly Astin) have played their roles to perfection. Towards the end of the quest, when Frodo's strength was almost fully spent, to hear Sam say ""I cannot carry it (the ring) for you, Mr. Frodo, but I can carry you"" and not be moved, one will have to be a hopelessly and irreversibly hardened cynic. The background music, incidentally, is ""Into the west"".It is certainly a good sign that the general audience worldwide has reacted favourably to the long aftermath following the destruction of the ring, indicated that their capacity to appreciate has not been impaired by the proliferation of Hollywood style slam-bang endings. Viggo Mortensen's line to the Hobbits ""My friends, you bow to no one"" is delivered with sincerity and conviction. The final scene at the Grey Havens is graceful, touching, stylish. However, there is one shot that I must mention: Galadriel's final enigmatic, alluring, half-smiling glance at Frodo before she disappears into the ship. Cate Blanchett is among the most versatile actresses around today and in LOTR, she is Galadriel incarnate.","
            10/10
            "
"Tweekums","19 July 2009","After a brief prologue showing us how Sméagol came to get the ring and how he came to be the pitiful creature we know the film proper starts where The Two Towers left off; Sméagol is continuing with his plan to lure Frodo and Sam to their doom in Shelob's lair and Gandalf, Aragorn, Legolas and Gimli are reunited with Merry and Pippin at Isengard.When Pippin looks into the palantír, a sort of dark crystal ball, he sees the city of Minas Tirith under attack, unfortunately he himself is seen by Sauron. Galdalf takes him to Minas Tirith when he rides there to warn of the impending attack while the others remain behind to raise an army large enough to assist in that coming battle.I thought that the battle of Helm's Deep was impressive but it seems a mere skirmish compared to the battle of Minas Tirith, here there are thousands of Orcs supported by mercenaries mounted on gigantic elephant like creatures that are large enough to crush a man and his horse under their giant feet. All the time this battle rages Frodo and Sam are journeying deeper and deeper into the land of Mordor to Mount Doom in order to end Sauron's reign once and for all.This is probably the best film of the trilogy, I can see why it raked in the awards, the only weakness was the epilogue once the quest was completed the film could have ended at the crowning of the king rather than going on to their return to the Shire... even though I'm aware that this was in the book. Peter Jackson did a fantastic job bringing such an epic story to the screen, he was of course assisted by a fantastic cast who really brought the characters to life.","
            10/10
            "
"classicsoncall","25 December 2005","Weary beyond words, Hobbit companions Frodo and Sam continue their journey to destroy the One Ring, with the sinister Gollum still their guide. The film opens interestingly with Gollum's origin story, capturing his descent into depravity and madness, finding the ring in much the same manner in which he lost it. The ring has the power to affect it's bearer, and not for good.With the battle of Helm's Deep over and Saruman's power gone, the attention focuses on the capital of Gondor, Minas Tirith. There the race of men must make a last stand before the growing might of an unseen enemy, while those visible are more of a threat than ever. ""The Return of the King"" in it's way is as much Aragorn's story as it is Frodo's; a reluctant noble struggling to find his destiny who comes to accept and eventually embrace it under the tutelage of the White Wizard Gandalf. The subtle subtext of Aragorn's relationship with Lady Arwen of the Elven realm leads to his triumph with no illusions for Eowyn, establishing a noble grace and dignity for the new King.Upon my second viewing of the entire trilogy, I was surprised at how my attention was continually drawn to the character of Samwise Gamgee, Frodo's faithful companion. This in large part to the excellent portrayal by Sean Astin, showing a range of emotions throughout the film that proffered him as the most well developed character of the story. He's a loyal friend through thick and thin, understanding clearly that by the journey's near end, Frodo's mind may no longer be his own.Gimli is another character to keep a close eye on for the understated humor John Rhys-Davies brings to the story. The personal competition he began with Legolas (Orlando Bloom) in ""The Two Towers"" finds comic resonance here; as Legolas brings down a rampaging olyphant on the Pelennor Fields, Gimli tempers his congratulations with ""That still only counts as one"" - marvelous! With the One Ring destroyed, so is Sauron's awesome power, and a quest resolved for the fortunes of mankind. The film's multiple endings encapsulate just as many feelings in the viewer, those of loyalty, honor, love, sacrifice and friendship. As a unit, the Lord of the Rings Trilogy stand as probably the ultimate in cinematic adventure to this point in time. Truly, I can only make one suggestion to make the series even more poignant, that for a film that reveals the discovery of the One Ring by Bilbo Baggins, the basis for the adventure that begins in ""The Hobbit"".","
            10/10
            "
"Monotreme02","27 October 2005","The Lord of the Rings: The Return of the King is, hands down, among the most spectacular and magnificent films of all time.A short run-down of the plot: After the battle of Helm's Deep and Saruman's imprisonment in his tower Orthanc, Aragorn, Legolas, Gimli and Gandalf re-group with Merry and Pippin in Isengard. There they learn that the army of Sauron is planning a full-scale attack on the largest city of men - Minas Tirith in Gondor. Gandalf and Pippin ride to Minas Tirith to warn Denethor, the steward of Gondor, of the threat from Mordor. Defenses are built up as the army of Sauron marches across the Pelennor Fields towards Minas Tirith. A distress call is sent to Rohan, still recovering from Helm's Deep. Rohan manage to muster a large army, and set out for Minas Tirith, but the battle has already begun. In the meantime, we continue with Sam and Frodo on their quest to destroy the One Ring.A major achievement of this epic film is the character development. Gollum becomes more cunning and sneaky than ever, and manages to turn Frodo against Sam, who is desperately trying his best to get his old Frodo back. Merry and Pippin are no longer just a source of comic relief, both of them prove themselves worthy as they are split up for the final battle. We learn about the true bravery and potential of hobbits as Merry helps cut down the Witch King. Eowyn also proves herself in the film, as she defies her uncle and sets out to Pelennor fields with the other Rohirrim, and eventually destroys the Witch King, and makes a very feminist remark while doing so. We learn to loathe Denethor because of his hatred of his last remaining son, Faramir, who really hasn't done anything wrong. The peak of our hatred for Denethor is reached in the scene where he tells Faramir that he would have preferred it if he had died instead of Boromir, his brother. And then, right after that, Denethor sends Faramir into certain suicide, and Faramir immediately accepts the mission he is appointed to, in a final attempt to please his father. And of course, Aragorn learns to accept his fate as the true king of men.In fact, the character development is so powerful that we actually participate in the character's feelings. We FEEL Frodo's exhaustion and agony as he literally drags himself across Mordor. We feel Sam's pain as Frodo is turned against him. And, just briefly, we participate in Gollum's triumph as he finally gets the One Ring. We are actually happy for Gollum and just for a brief moment, Frodo becomes the bad guy as he tries to take the ring back. All in all, Return of the King contains the most moving, emotional and touching scenes in the entire trilogy, and some of the best acting, especially from Sean Astin (Sam), Elijah Wood (Frodo), Ian McKellen (Gandalf), John Noble (Denethor, he is very successful in adding depth to his character), Miranda Otto (Eowyn), and of course, Andy Serkis (Smeagol, and top-notch at it, just like in The Two Towers).The battle of Pelennor fields may be THE most spectacular and epic sequence in film history. Unlike Helm's Deep, Pelennor Fields shows the true cleverness of Sauron's army. Orcs are not the only participants; trolls are heavily used in the battle, as warriors and as beasts of burden. The nazgul are very significant in the battle, and while the Witch King didn't actually lead the battle as he did in the book, the nine ringwraiths and their fell beasts still play a key part and do lots of damage in the battle. We see just how powerful the nazgul really are. And of course, the men from the south and their massive oliphaunts play a significant part. While in Helm's Deep we felt triumphant, in Pelennor fields we only feel the triumph briefly, as the Rohirrim make their charge into the horde of orcs and trolls. The triumph in Pelennor Fields almost immediately dissolves, as the Rohirrim are trampled down by the oliphaunts. The battle is won, but we're not happy, we're grieved for all the destruction, all the losses. It's a totally different feeling than Helm's Deep, and makes this battle all the more superior.Return of the King features the most magnificent visuals in the entire trilogy. Whether they are of Minas Tirith, Pelennor Fields and Osgiliath, Mordor and the slopes of Mt. Doom or the climb to Shelob's cave near Minas Morgul, Peter Jackson really shows us the true impact of these landscapes and images.Many people may complain about the changes in the movie, especially the significant cut of Saruman from the end, but you must realize that if they would have featured the whole part with Saruman the movie would have continued another hour and a half. Don't fret; Peter Jackson said the scenes will all appear in the extended version of the film. The ending is long enough as it is, and the film continues at least another half an hour after the Ring is no more. The hobbits return to the shire, and Sam marries Rosie. Aragorn meets his fate and is crowned king, and is finally reunited with Arwen. And of course, one of the most moving scenes in the movie, in which Frodo gets on the last ship to the Undying lands with Bilbo, Gandalf, and the last of the elves (Galadriel and Elrond to name a few), and must part with his three hobbit friends for good.All in all, The Lord of the Rings: The Return of the King is one the most fine-tuned, cinematically perfect films ever made, it's absolutely flawless in every aspect. The Lord of the Rings trilogy as a whole is a spectacular achievement in film making history, and all three movies are together, without a doubt, the greatest epic ever made.","
            10/10
            "
"EVON1TY","14 March 2023","This movie made me love Cinema. Some movies mades you love that genre, this made me love Cinema. It's not perfect since there are no perfect movies actually. But this one is the Achievement of being the closest to the perfect for me.This movie is the best movie of the all time for me, clearly. I just gained my Cinema love with this movie. And I watched more than a thousand movies. I watched so many directors from so many countries. My cinema taste changed too much since my first watch of this movie. But this movie is still the best for me, not even a single movie reached to it's level. This is why I think the movie is the best movie of the future also. I don't think my thoughts will ever change.This movie is not about the war of men and orcs or any other peoples. This movie about the insignificant people versus the worlds biggest thread ever. That thread is actually unbeatable.""You did not seriously think that a hobbit could contend with the will of Sauron? There are none who can. Against the power of Mordor there can be no victory.""
Saruman""Hobbits really are amazing creatures. You can learn all that there is to know about their ways in a month, and yet after a hundred years they can still surprise you at a pinch.""
GandalfBoth dialogues from the first movie. One of them telling us evil side is unbeatable and the other one tells we have a Hobbit. Brilliant and the most effective storyline. And they adapted it amazingly well!","
            10/10
            "
"khanbaliq2","5 July 2010","The hobbits approach the slopes of Mount Doom, preparing to dispose of the cursed Ring, while the forces of good and evil are rallied in anticipation of the ultimate battle. The film won the Academy Award for Best Picture, the only time in history a fantasy film has done so.The Return Of The King is the longest of the three films, which suffers from having to cut between disparate story strands, and - in its final half-hour - stacks up endings one after the other, like jet planes waiting to land, the director visibly reluctant to let these characters go. Most audiences will forgive Peter Jackson for that, for this is a fitting conclusion to a series of films made with tremendous artistry and affection for their subject; thrilling spectacle is underscored with palpable human drama, and it finally becomes clear why J.R.R. Tolkien's books continue to ring such bells so loudly in the lives of so many.","
            10/10
            "
"Pavel-8","22 December 2003","**Warning! Mild Spoilers Ahead!!**Sequels are inherently difficult to make and review review, because on top of the usual expectations for a film, everyone has to deal with expectations created by the previous films. Return of the King faced expectations equal to those of any other film, and like the protagonists at Helm's Deep, fended them off and crushed them.ROTK begins where ""The Two Towers"" concluded. As Gandalf said at the end of TTT, ""The battle for Helm's Deep is over; the battle for Middle Earth has begun."" Frodo & Sam are still moving toward Mordor; Merry & Pippin are hanging out w/ the Ents at Isengard; and the rest of the fellowship has defeated the Uruk-hai at Helm's Deep. With Saruman defeated, the focus now shifts east, where man must make a final stand against Sauron, while Frodo & Sam attempt to destroy the One Ring.As opposed to the breakneck opening scenes of TTT, ROTK starts slowly, but the early character development in lieu of action sequences is equally enjoyable and enlightening. Thank goodness for the deliberate beginning though, because if the intensity of the latter two-thirds of the film lasted for the full running time, paramedics would have been required on site to assist with heart failures and burst blood vessels, inevitable side effects of the remarkable tension that director Peter Jackson creates.
Speaking of Jackson, let's hear it for him and his crew (pause for standing ovation).That crew has once again created a mythical world without a trace of fictitiousness. Through the jaw-dropping visualization of massive battles, fortresses, monsters, and more, the cinematography and effects uphold and improve the standard set by the predecessors. Gollum now has more to work with as an ""actor"", and the digital whiz kids step up to the challenge, blending him into the shots perfectly, particularly in a brilliant reflection scene. More sweeping battle scenes and more gorgeous landscapes are among the stellar shots lensed by Andrew Lesnie. The first shot of Minas Tirith stands to be my movie moment of the year; it will absolutely take your breath away. But the beauty lies in the fact that you scarcely know the difference between beautiful reality and equally natural effects. Outside of a couple apparent blue-screen shots, I never once doubted the veracity of the world of Middle Earth. Considering the enormity of that task, those at WETA Workshop who dazzled us with their talent deserve every award they get over the next couple months.On the musical front, Howard Shore is back as composer, and his work shines as never before. He provides grand and booming orchestral sounds when battles require them, yet still manages to evoke emotion without lapsing into melodrama during poignant scenes. Mixing and tweaking familiar themes with new melodies, Shore literally hits all the right notes. For the audience, picking out recognizable themes, such that of Rohan or the Fellowship, and hearing how Shore has kicked them into a minor key or altered those last two notes is a thrill. His score is a joy to listen to, both as it seamlessly meshes with the film and on its own. Perhaps there can be no higher compliment.Also of note is the use of vocal music voiced by the actors themselves, a technique that is new to the theatrical releases of LOTR. Of the two songs, I must mention the first one, which is utilized to stunning maximum effect. In a remarkable scene reminiscent of The Godfather, the song is sung over a scene that cuts between a character who made a decision and the grim consequences of that choice. The music, pictures, and variations in film speed combine for one of the best scenes of the year.None of the acting work stood out to me, and by that I mean no individual was head-and-shoulders above the rest. I could still make a legitimate Oscar case for at least four cast members (Astin, McKellen, Mortensen, Wood), which is a tribute to the overall strength of the ensemble cast. Everyone fits into and builds upon their roles so very well, and the camaraderie that I've seen glimpses of behind the scenes carries over wonderfully.
The acting serves as a means rather than an end. A la ""Band of Brothers"", the combined ten hours of film allow time for the characters to be developed and known, an advantage fully used in ROTK, which has more fulfilling scenes packed with emotion where we see decisions being made. Those scenes are what elevate this film to another level. On top of the nonpareil action sequences that shame other ""epics"", it has a human soul, one that comes to the fore in final act, when the friendships that have been established take center stage. To me, friendship is the core theme of LOTR, and thanks to the fabulous acting of all participants, that theme is displayed in all its glory in ROTK.WARNING! THE NEXT PARAGRAPH DISCUSSES THE CLOSING SCENES!!
In an unusual but welcome departure from the cinematic norm, the denouement of ROTK lasts a good twenty minutes after the climax. Too many movies, like ""Matrix Revolutions"", wrap too quickly, leaving fates either unresolved or resolved, but sloppily and unsatisfactorily. Others, such as ""Pirates of the Caribbean"", do have an extended ending but don't require one and thus fill it with fluff. Here we find a perfect mean. Considering that Jackson and company have over ten hours of film and numerous character arcs to wrap up, twenty minutes is probably the minimum required to let the audience absorb all that has happened. After three or four possible end points, each of which concludes various stories, Sam returns to the Shire and enters his home, closing the door on both the camera and the trilogy. While the finish may seem odd, I consider it perfect. Sam has just come to the end of a fantastic adventure, a journey mirrored by that of the audience. The ending leaves each party back where they began, in a satisfying yet admittedly bittersweet manner. Like it or not, ""I'm back.""END OF MAJOR SPOILERS.Is this film perfect? Probably not. Sure, certain characters like Denehor could have been developed more. But while that knowledge would have been helpful, the time it would have taken to expound on those people likely would not have been worth the knowledge gained. There are a handful of other cardinal sins, such as scarcely showing the ultimate villain and Arwen's near random appearances. But most of those trace back to the original books, not to errors by Peter Jackson. The fact that the entire series works so well without fully disclosing many details speaks to the phenomenal power of Tolkien's books and superb work in Jackson's films. The bottom line is that nobody cares about the flaws because they're entranced by the literary and cinematic magic on display.Bottom Line: ROTK, the greatest final film in a trilogy of all time (go ahead...name a better one) culminates the best overall film trilogy ever, ten hours of film that transcend the medium. As I told my brother as we reluctantly but contentedly departed the theater, we will never experience anything like this again.  EVER.  10/10.","
            10/10
            "
"marianstelian","25 December 2020","In my opinion,this is one of the best movie ever, maybe the best.","
            10/10
            "
"danlongino","16 December 2003","Saying that this film starts where `Two Towers' left off is somewhat misleading, for the film starts a great distance from the walls of Helm's Deep. `Return of the King' opens with a flashback of Smeagol (Andy Serkis) obtaining the one ring of power and an origin of his deterioration into the creature Gollum. This opening recaptures an emphasis that was somewhat lost within the epic battles of `Two Towers,' at that's the ring. The first installment, `The Fellowship of the Ring,' provided heaps of exposition on the ring's importance and influence, and in `Return of the King,' we see it pay off, big time.After the armies of Isengard have been defeated due to an allegiance between Theoden (Bernard Hill), the king of Rohan, and the elves, the main threat to middle earth is now concentrated in the kingdom of Mordor, controlled by the dark lord Sauron. Sauron has turned his eye towards the realm of Gondor, the last free kingdom of men, and the wizard Gandalf (Ian McKellan) must warn Denethor (John Noble), Steward of Gondor of the impending attack, while Aragorn (Viggo Mortenson), heir to the throne of Gondor, and Theoden gather men to aid against the armies of Mordor. The dark lord Sauron needs only to regain the one ring of power to conquer all of middle earth, and two hobbits, Frodo (Elijah Wood) the ring-bearer and Sam (Sean Astin), must continue their journey, directed by Gollum, to Mount Doom, the only place where the ring can be destroyed. Got all that? If not, you need to bone up on your `Lord of the Rings' before expecting to follow this film.Since all three epics were filmed simultaneously, each individually has the feel of being part of a larger picture - except for this one. `The Return of the King' is just too big, the most epic of a set of epic films. Now that director Peter Jackson has brilliantly constructed the characters and plotlines throughout the first two films, he puts them to use.All of the characters have their best moments within this film. The pair of mischievous hobbits, Merry (Dominic Monaghan) and Pippin (Billy Boyd), are no longer the tree ornaments they were from `Two Towers,' but are split-up, and take their characters in completely new directions. Aragorn, played with an unmatched sense of honor by Viggo Mortenson, is about to meet his destiny as the future king of all men, while Andy Serkis continues his expert portrayal of Gollum (Serkis' provided not only the voice of Gollum, but also assisted during production by acting out the scenes of the computer-generated character with his fellow actors).However, the real acting triumph of the film is Elijah Wood as Frodo Baggins. He continues his descent into corruption with an incredible talent that many could not pull off. Wood's performance is so critical to the film because it determines the ring's power to corrupt, which, needless to say, is absolute.The first two films established Jackson as an incredible visionary, shooting vast landscapes from his native New Zealand. With `Return of the King,' Jackson really gets a chance to show off. With, hands down, the most beautiful visuals of the trilogy, Jackson makes `Return of the King' a gorgeous feast for the eyes, while never resorting to McG level over-the-topness. Jackson stays very grounded in his characters, not letting the effects tell the story, but only assist the wonderful dialogue and characters. Think of `Return' as a mix of `Fellowship' and `Two Towers,' with enough action and character development worthy of ending a film event of this magnitude.The bottom line, fans of the films will not be disappointed. Hardcore Tolkien lovers might be upset by plot changes and interpretations made by Jackson and the other writers, however, it is unrealistic to expect a completely true adaptation of the novels, being that film is an entirely different medium. Despite the alterations, Jackson consistently stays true to the major themes and ideas from the original text, while adding some of the finest filmmaking ever put to screen. `The Lord of the Rings: The Return of the King' is one of the most finely tuned and cinematically perfect films ever made. Not only the best of the trilogy, but a crowning achievement in epic filmmaking.","
            10/10
            "
"Al_The_Strange","6 April 2014","After the last two Lord of the Rings films, the journey of so many heroes has come so far, and it all leads up to this. Darkness falls upon all of Middle-Earth. Huge armies of orcs march upon the kingdoms of men. The One Ring comes closer to its evil master. Could this be the end of the world, or the start of a new beginning? This final chapter in the film series starts off with an incredibly moving sequence: the heartbreaking tale of Gollum's origins. From the on, it picks right back up where the last films left off, chronicling the journey of Frodo, Sam, and Gollum as they tread in dark and dangerous territory, combating orcs, one giant spider, and ultimately themselves as they approach the threshold of Mount Doom. At the same time, the film presents some of the biggest and most epic scenes ever committed to film: the Battle of Minas Tirith. It is a huge spectacle that fills up the entire screen with thousands and thousands of orcs, men, war machines, lumbering beasts, Nazgûl, cavalry, massive elephants, and even ghosts. It is a long struggle that fills up most of the movie's runtime, but it's always awe-inspiring. As if that's not enough, the film then brings the battle to the gates of Mordor, for one grand climax. Even in the calm before each battle, the film remains as captivating as its predecessors, thanks to its style and storytelling prowess. If there's anything to truly complain about, it would be the lengthy denouement. Overall, however, the experience of The Return of the King has never failed to invoke feelings of awe.At this point, the characters of the film are well-established and intimately familiar, but the film does take its time to explore more of the familiar faces and elaborate on fresh new characters. They all come together to contribute to the multiple conflicts, tying every strand of the plot to one epic climax; it's a sublime union that makes everything in the three movies relevant, and provides satisfying closure all around. Many liberties are taken from the original novels, but for the big screen, it works to generate the best possible spectacle and make the plot work evenly. Themes of war, corruption, addiction, good and evil, and adventure all prevail.As before, this film is crafted with excellent photography and editing. All the major players return and contribute fantastic performances in their respective roles (especially Viggo Mortensen, who stands out more in this film than before, but it is always a pleasure to watch Ian McKellen as Gandalf, along with the rest of the fellowship and all their allies). Writing is superb. This production boasts some excellent sets, props, and costumes. Special effects are huge; at its time, it was most groundbreaking for generating the biggest armies ever seen on screen all at once. Despite aging a bit, the effects are still impressive. Howard Shore's music score is as masterful as ever.Return of the King delivers the best possible payoff for the Lord of the Rings trilogy (and it might even outshine the Hobbit saga in the end). Not only does it boast some of the biggest battles, but it is also a film with power and beauty. It has cemented itself as one of my all-time favorites (was my number-one favorite for quite a few years), and the Lord of the Rings saga overall remains one of the most sublime marriages between spectacle, storytelling, and style.If you watch the Extended Edition of this film, you will be treated to about an hour of bonus scenes, which offers a lot of excellent substance. Among the additions, there are longer battle scenes, a scene showing the fate of Saruman and Wormtongue, an extended encounter with the Army of the Dead, a parley with the Mouth of Sauron, and more. I think most of these scenes are really awesome, and this version of the film is definitely worth seeing.5/5 (Experience: Perfect | Story: Perfect | Film: Perfect)","
            10/10
            "
