"Movie_Title","Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Harakiri","perica-43151","16 September 2018","This movie is powerful classic, that is almost perfect. It was way ahead of its time, and comes from an era when Japanese cinema was one that brought us many timeless gems. The samurai story is eternal story of well placed revenge, hypocrisy, morality, it brings philosophical examinations to the forefront. Acting is exceptional, emotion is raw, film has many subtle yet brilliant moments. Certainly one of the great classics of Japanese cinema, not to be missed by anyone.","
            10/10
            "
"Harakiri","tintin-23","9 September 2006","It would seem impossible that any ""samurai"" movie could surpass Kurosawa's ""Ran,"" ""Kagemusha,"" or even ""Rashomon"" in visual impact, masterful storytelling, and moral imperative. However, there is such a film, and it is ""Seppuku"" (""Harakiri""), produced in 1962, arguably the best samurai movie ever made.""Harakiri"" (1962), as it is known in the West, was directed by one of the post-WWII great filmmakers of Japan, Masaki Kobayashi. This film, considered by many as his masterpiece, won him the International Jury Prize at Cannes in 1965. Unfortunately, Kabayashi is not as well known outside Japan as some other giants of the Japanese cinema. He was very much affected by the war, and his films, contrary to most Japanese filmmakers of the post-war eras, are very political in nature. Kobayashi's films explore the dark side of the Japanese culture, with its wars, corruption, and hypocrisy, and their consequences. His film, ""The Thick-Walled Room"" (1953), won him the 1956 Peace Culture Prize. His nine-hour trilogy, ""The Human Condition"" (1959/61), won the International Jury Prize at Cannes 1963, which actually launched his public recognition, presents a scathing critique of the horrors of WWII, experienced first-hand while on the Manchurian front, and later on the Ryukyu Islands. While serving, as a statement of dissent against war, he refused any promotion and remained a private until he was taken prisoner by the U.S. He spent one year in a prison camp before returning to the business of film making, in 1946, until 1952 as an assistant director under Keisuke Kinishita.In Japan, Seppuku is the formal term for ritual suicide by disembowelment. Harakiri, as it is known in the West, is the common term, which literally means ""stomach cutting."" It was an integral part of bushido, the code of conduct of the samurai warrior class. Seppuku was ordered by a superior as punishment to redeem some offence, or chosen over a dishonorable death at the hands of an enemy. In both cases, it demonstrated the honor, courage, loyalty, and high moral character of the individual. Except when performed on a battlefield, it was a very formal ceremony, requiring certain etiquette, witnesses and considerable preparation.Harakiri is a particularly painful and rather messy way of ending one's days. In this ritual, the ""performer"" opens his abdomen, starting from left to right and then finishing from top toward bottom. But there is so need to be left for hours contemplating one's entrails. Another swordsman acting as a ""second,"" called kaishakunin, is standing by to decapitate the departing at a pre-arranged moment in the ceremony. Lord Ieyasu Tokugawa, who founded Japan's last great shogunate dynasty in 1603, ordered the practice of harakiri to be discontinued by both secondary and primary retainers. Later on, in 1663, a stronger edict from Lord Nobutsuna Matsudaira of Izu, put an end to the practice altogether. By that time, the ritual had become an idle formalism, and the ""performer"" was decapitated at the instant he took his sword out of the scabbard, thus avoiding a painful death. In some instances, the sword was replaced by a fan.Hanshiro Tsugomo (Tatsuya Nakadai) comes to the castle of the Iyi Clan to seek revenge for the humiliation and cruel death of his son-in-law, Anjiwa Motome (Akira Ishihama). Kobayashi is a superb storyteller, and in a slow and deliberate rhythm, he develops his story, which could have been taken from the pages of the Iliad or of the Mahabharata. The tension grows, as the Clan members slowly realize that they are in turn being humiliated by this stranger who truly believe in the samurai code of honor: he must be terminated to prevent him to broadcast his truth.The final duel with the master swordsmen of the Clan, Hikukuro Omodaka, on the Plains of Gojin-in, is like a meditation, a ballet of death. The film ends in a spectacular combat, and the coup de grace to Hanshiro Tsugomo's seppuku is fittingly not applied by a gallant swordsman, but a cowardly platoon of muskets. Even to the end, the samurai honor code has been violated by the Clan.As Toshiro Mifune has long been associated with the success of Kurosawa's films, so are Kogayashi's films enhanced by the brilliant interpretation of Tatsuya Nakadai (also staring in the leading roles in Kurosawa's ""Kagemusha"",and ""Ran""). This outstanding actor contributed further to the success of this director's films, ""Kwaidan"" and the ""Samurai Rebellion."" The screenplay by Shinobu Hashimoto is based on a novel by Yasuhiko Takiguchi The cinematography, by Yoshio Miyajima, in black and white, is gorgeous. Many on the shots are ""haiku-like"" in the imagery. The musical score, written for an ensemble of ancient instruments and percussion by the renowned classical composer Toru Takemitsu, is used sparingly throughout the film, reinforcing the dramatic moments.Masaki Kobayashi's film is an indictment of the hypocrisy of the establishment, any establishment, would it be in feudal 17th Century Japan or in any other time. Dogma, on which the establishment's authority rests, is evil. The established, codified order, with all its smoke and mirrors, must be preserved at all costs, and nothing must be allowed to come in its way. It is the duty of each member of any government, organization, church, or brotherhood not to spare any effort and to go to any length to protect the appearances and status quo, to achieve this essential goal of survival. The end justifies the means, and no lie or deceit can be eliminated if this survival is at stake.Although taking place almost five centuries ago during the Tokugawa Shogunate, this film is also a strong denunciation of the entrenched cultural legacy of coercive rituals, blind obedience, and chauvinism that resulted in the tragedy of the Pacific War.The outstanding screenplay, the superb acting, the cinematography and editing makes ""Harakiri"" the best samurai film ever.","
            10/10
            "
"Harakiri","gubami","28 October 2004","When I first saw this movie, I did not know much about it. I saw it for a class so I was given a little background of the time period. In fact I was pretty much just told this: This movie takes place during the time where many Samurai were left ronins, or masterless. These samurai were unable to find work and thereby were left in poverty. Eventually many would go up to clans and ask to commit seppuku.It was dishonorable to refuse such a ""noble"" request, but most clans did not want samurai to kill themselves on their property so they would just pay the samurai to go elsewhere.So I watched the movie and well... I loved it. During the class discussion the next day I found most people hated the movie. Not because it was a bad movie, but because of how it made people feel about themselves. And that's exactly why this movie is genius. If you're interested in watching this movie, do not read the summary in detail - reading the summary in detail will deprive you of what one of the key things that made the movie great IMO.","
            9/10
            "
"Harakiri","tedg","4 February 2015","This has to be the best movie I have seen in a while. Good luck to me that I would like to pass on to you.We have two warring narrators. The first begins the film as an entry in his journal as local governor of a wealthy country estate. The film is closed with him finishing his entry, some days later. This official narrative deviates from what we see at the end.His story: one, then a second unattached ronin appeal to commit suicide in their courtyard. The first of these it is plain is just looking to be paid to leave, but our narrator is very strict about cleaving to that ronin's story. If he says he wants to kill himself, well then he must. This poor man had sold his sword and was now carrying bamboo, and it is this that he was forced to use. The resulting death is disturbing.So midway in the film, we have a samurai who has suffered because he was forced to live his story, forced by the narrator-governor who we later watch not live the story he has created and instead change it to suit.Now along comes an older samurai with the same request. He is dealt with in the same manner, but insists on telling a story to the assembled household before killing himself. He tells an amazing story: a fall from grace of his master, the dissolution of the household, poverty. His frail daughter and her son lay dying without a few coins for a doctor. The man's son is his daughter's husband, and it is he that came and was forced to die. The wife and son do as well, shortly after. Details of that death were told by the governor to the elder samurai earlier, though known because of the mocking way the body was returned.Until now, we have a classic case of warring narrative. We have the captive audience assembled. One storyteller is an official, so much so that he controls the official version of the film's story. The other has power in his gritty, true story. That story, incidentally is very close to what I consider noir: a random innocent fellow is cast in circumstances that seem full of circumstance and accident. The events of his life are played out not as they would in real life but as they would in a fictional life in a story told by others.Truth versus power in a struggle for the story of the film, essentially a struggle for the allegiance of the outer audience: us.The two beings as they face off are perfect in small mannerisms belying tension.Then slowly, the governor's world explodes as we learn new bits of the elder ronin's story of recent events. Many die.We (the audience) and control of all the cinematic effects was won by the ronin. Our governor is seen at the end writing the official account to be seen by his master that for his safety eradicates all story on both sides. The main actor, the winner, features in some of Kurosawa's best work as well.","
            9/10
            "
"Harakiri","Gresh854","21 February 2019","Harakiri is about two hours and fourteen minutes of uncontaminated mystery/ suspense-driven domination. This samurai classic capers abroad its tale unlike anything else in cinematic existence, bleeding its reveals through evoking flashbacks, heated, verbal narratives, and hairsplitting symbolic portraits.I didn't expect Harakiri to be such a bold stance on the hypocritical flaws hidden among the ancient Japanese warrior traditions. It's beyond praiseworthy. Additionally, the closing battle's deviant, ingeniously choreographed ramification will have you and any other witness unreservedly floored. (Verdict: A)","
            10/10
            "
"Harakiri","Ninja_Sinai","8 January 2007","Well what can I say.. this 1962 movie directed by Masaki Kobayashi is one of the MOST powerful movies I have ever seen in my life! It is really a tremendous example of outstanding film making! The cinematography is absolutely exceptional! However it is the haunting plot of a samurai explaining the meaningless and worthless flawed belief of the samurai spirit which grips the viewer.Tatsuya Nakadais mighty performance in Harakiri further proves for me, that he is without a doubt one of best actors in the history of film. This man takes on his roles with such prowess that it is easy for the viewer to forget that you have seen him play a different role in another movie.By the way - The Criterion 2 disk DVD version is mint! An a MUST HAVE in any fans collection.","
            10/10
            "
"Harakiri","gavin6942","7 January 2015","An elder ronin samurai (Tatsuya Nakadai) arrives at a feudal lord's home and requests an honorable place to commit suicide. But when the ronin inquires about a younger samurai (Akira Ishihama) who arrived before him things take an unexpected turn.For many, samurai films may be closer associated with Kurosawa... but this one, possibly the best ever made, comes from Masaki Kobayashi. How does Kobayashi not have the same level of international fame as Kurosawa? Interestingly, Hanshirō is able to fight off a great many retainers with a sword, yet is helpless against three guns; this is a foreshadow of the Meiji Restoration, wherein sword-bearing samurai were defeated by the ""new"" Japanese military. Indeed, the whole notion of ""honor"" and all that comes with it is radically changed once the battles become uneven.","
            8/10
            "
"Harakiri","FRANK13","12 May 1999","I have seen this movie numerous times (at least 10, probably many more), and enjoy it each time.  The first couple of times I saw it was right after it came out.  It did not have sub-titles, and as my Japanese is not very good, I made some assumptions about the characters, relationships, the plot,etc. When I saw it with sub-titles, I was surprised at how few incorrect assumptions I had made.  That I made so few errors is no credit to me, but rather to how well the plot, character development, character relationships, and the overall movie were done.The movie is not limited to feudal Japan, for it transcends this era.  It has lessons, for those who look for this in art.  For instance, just one example occurs to me now:  It underscores the need for a person to stand on principle, and to maintain their honor, ethics, and dignity, even when those who are the political leaders have long since lost theirs.  However for purely entertainment value, the realism, suspense, art, and action could not be better. Words fail to express how this film captivates and entertains. Few films can equal this one.  It is a ""must see.""","
            8/10
            "
"Harakiri","dino_cattaneo","20 April 2006","It's quite surprising that some old masterpieces fall easily into the oblivion. Harakiri (Seppuku) is a good example. Quite simply this is one of the best Japanese movies I've ever seen. Everything is this movie is exceptional: the cinematography is top notch, the acting is very good, the direction is almost perfect.Tragedy, revenge, ethics, political contents...this movie has all of these elements wrapped in an exceptional 16th century samurai environment.The only defects I could see in this movie is that someone may feel it is slightly slow (as actually there are very few action scenes...this is not a ""chambara"" movie!) and the fact that it is not dubbed (at least in the Italian edition)...so you lose some of the details while reading the subtitles....that is, unless you understand Japanese.If you like black & white Japanese movies this is definitely a must see. GREAT.","
            10/10
            "
"Harakiri","auberus","19 May 2008","Masaki Kobayashi studied art and philosophy before starting as assistant director at Shochiku studio. His oeuvre is guided by the need to understand the human condition. In the 1962 Hara-kiri aka Seppuku, we can clearly see the philosophic influence in this story about confrontation between Human condition and Rigid Code of a feudal society. The result of this confrontation is a multi layered masterpiece in which the clarity of the script, the perfection of the interpretation, and a very well balanced ""mise en scène"" make for a powerful film based on transgression: a genre transgression, a code transgression and an image transgression. Most of Shambaras take place during the Edo Period but rather late in that period (just before the Meiji Era) as most filmmakers try to romanticize and glamorize the period which marks the end of the Samurai thus playing the nostalgia card. Here Masaki Kobayashi transgressed the genre and decided to film a story taking place in 1630, 17th century Japan during the Edo period. At that time Japan was ruled by a Shogunate (Ieyasu Tokugawa). The Tokugawa Shoguns established Peace and continued to rule Japan for a remarkable 250 years. But such a long period of Peace had a price and Ieyasu Tokugawa brought the whole country under tight control. He cleverly redistributed the land among the more loyal vassals, breaking up warrior clans thus throwing thousands of samurai into poverty. In the film an elder ronin, Hanshiro Tsugumo, the hypnotic Tatsuya Nakadai (Goyokin) seeks admittance to the house of a feudal lord to commit the act of Seppuku as he can no longer stand his Life of Dishonor and Poverty. There, the administrator tells him about the fate of a young Samurai who committed the same suicidal ritual few times ago. But there is much more to this story and soon we understand that all protagonists are related one way or another. As the film progresses we witness a confrontation between two conceptions. One is based on a Human code; the other is based on a rigid traditional one. Masaki Kobayashi uses both symbols and raw images to show this confrontation. The film starts with the Display of a Samurai shining battle armor representing the feudal system. The armor is empty of anything human and strongly symbolized the feudal system. Can a code make sense if it is followed without acknowledging the Human condition? This is in essence the question raised by ""Hara-kiri"". We see this armor soiled and dragged but at the end of the film the armor remains intact as if nothing had ever happened, as if changes in an given Society take some times to occur. Indeed social Progress has always been slow leaving Men and Women struggling with their condition. The suicidal ritual, Hara-kiri reinforced the sense of cruelty. Raw images of Ronin opening their stomach with a sword were a transgression at that time (1962), still is today. In the film the ritual is portrayed in a non glamorized way and very realistically. It also symbolizes even for the Japanese audience the lack of sense in the act of Seppuku. In fact Hanshiro Tsugumo is the only one giving meaning to this act by motivating it with mixed feelings of Love, Revenge and Sorrow, in short with humanity. With the film Hara-kiri, Masaki Kobayashi signed one of the greatest philosophical films. The script by Shinobu Hashimoto is a good example on how to make a story clear but more importantly sufficient enough for anybody to understand the drama, in one word universal. Also writer of Jôi-uchi: Hairyô tsuma shimatsu aka Samurai Rebellion (1967), Dai-bosatsu tôge (1966) aka Sword of Doom or ""Hitokiri"" aka Tenchu (1969), Shinobu Hashimoto is among the greatest writers of the 7th Art. I can not recommend Seppuku enough, every single frame, acting, piece of music is irreproachable. The story is profoundly Humanist, timeless and universal. I suggest we all confront the codes of our respective societies in order to find out if they still make sense or if they are leading us towards a terrible social Hara-kiri","
            10/10
            "
"Harakiri","classicsoncall","4 March 2018","Unlike all the Kurosawa films I've seen, this one has a principal protagonist that announces his intention early in the story and then takes the viewer on a stunning journey of revenge that's entirely unexpected. Director Masaki Kobayashi prepares the viewer with a preliminary accounting of the fate of thousands of unemployed Samurai as a result of the 17th Century dissolution of the Japanese Shogunate. Masterless Samurai, or ronin, appear at the doorstep of a feudal lord requesting a place in which to perform ritual suicide, but for the dishonorable, this effort is merely a ploy to accept some small token of monetary value before moving on. ""Harakiri"" tells the story of two such ronin, and until we learn the true relationship of both men to each other, the viewer is at a loss to understand the real motivation of Hanshiro Tsugumo (Tatsuya Nakadai). With frequent forays into the past utilizing a series of flashbacks, Tsugumo relates the story of his son-in-law, helpless in the face of his wife's deteriorating physical condition and unable to seek medical attention for their sick baby due to lack of resources. What I found quite clever about the story was the absence of the three men Tsugumo called for to be his seconds for the purpose of hara-kiri. One realizes that it can't be simple coincidence that none of these men are available, as the story swerves to a desperate climax that pits Tsugumo against the entire House of Iyi. What would have been a tremendous let down in the story is avoided when Tsugumo follows through on his original mission, unable to physically overpower all the retainers employed by the clan's Master. So many films have the story's hero defeat an overwhelming number of rival opponents that it reduces the credibility factor to zero. At the point Tsugumo knows he can no longer pursue a fight strategy, he takes his life in the ritual manner. For followers of Japanese cinema, this film is a must see, with it's emphasis on honor, loyalty and embracing the truth of one's convictions. Tsugumo's unselfish final act unmasks the hypocrisy of the feudal lord's position, and mocks the cowardice of it's counselor Saito (Rentarô Mikuni). An appropriate amount of swordplay attends the story without becoming excessive, allowing for the more subtle aspects of Tsugumo's strategy to take over the narrative, which it does in compelling fashion.","
            10/10
            "
